id	title	journal	pub_time	pmid	circRNA id	circRNA name	circRNA synonyms	disease	method of circRNA detection	species	expression pattern	associator	host gene	tissue/cell line	functional describution
153	Global circular RNA expression profile of human gastric cancer and its clinical significance	Cancer Med.	2017 Jun	28544609	hsa_circ_0008394	-		gastric cancer	microarray	human	down-regulated	-	TIMMDC1	tissue	The top 10 downregulated (hsa_circ_0007099, hsa_circ_0001897, hsa_circ_0007707, hsa_circ_0008832, hsa_circ_0001546, hsa_circ_0002089, hsa_circ_0004680, hsa_circ_0000154, hsa_circ_0004458, and hsa_circ_0008394) circRNAs in gastric cancer tissues are listed in Table 1.
154	Low expression of hsa_circ_0006633 in human gastric cancer and its clinical significances	Tumour Biol.	2017 Jun	28656881	hsa_circ_0006633	-		gastric cancer	qRT-PCR	human	down-regulated	-	FGGY	tissue and cell line	Hsa_circ_0006633 may play an important role in gastric carcinogenesis and is also a potential biomarker for screening gastric cancer
155	Androgen receptor (AR) promotes clear cell renal cell carcinoma (ccRCC) migration and invasion via altering the circHIAT1/miR-195-5p/29a-3p/29c-3p/CDC42 signals	Cancer Lett.	2017 May 28	28089832	-	circHIAT1		clear cell renal cell carcinoma	qRT-PCR	human	down-regulated	miR-195-5p,miR-29a-3p, miR-29c-3p, CDC42, AR	HIAT1	tissue and cell line	The consequences of AR-suppressed circHIAT1 resulted in deregulating miR-195-5p/29a-3p/29c-3p expression, which increased CDC42 expression to enhance ccRCC cell migration and invasion. Increasing this newly identified signal via circHIAT1 suppressed ARenhanced ccRCC cell migration and invasion. Together, these results suggested that circHIAT1 functioned as a metastatic inhibitor to suppress AR-enhanced ccRCC cell migration and invasion.
156	Circular RNA alterations are involved in resistance to avian leukosis virus subgroup-J-induced tumor formation in chickens	Oncotarget.	2017 May 23	28415618	-	chr1:194735582-194744050		Avian leukosis virus subgroup	qRT-PCR, RNA-seq	chicken	up-regulated	gga-miR-6660-3p, gga-miR-1662, gga-miR-15c-5p, gga-miR-15b-5p, gga-miR-1787	RAB6A	tissue	Two randomly selected circRNAs that were upregulated in ALV-J-resistant chickens (chr1:194735582-194744050- and chr23:5549365-5549645-) and two randomly circRNAs that were downregulated in ALVJ-resistant chickens (chr8:1033880-1047222- and chr5:58225735-58230830-) were selected to validate the expression levels of the significantly differentially expressed circRNAs by quantitative real-time polymerase chain reaction (qRT-PCR). The qRT-PCR data for the four circRNAs was consistent with the trends observed using circRNA sequencing
157	Circular RNA alterations are involved in resistance to avian leukosis virus subgroup-J-induced tumor formation in chickens	Oncotarget.	2017 May 23	28415618	-	chr23:5549365-5549645		Avian leukosis virus subgroup	qRT-PCR, RNA-seq	chicken	up-regulated	gga-miR-6702-5p, gga-miR-1662, gga-miR-34b-5p, gga-miR-6611-5p, gga-miR-6641-5p	HMGCL	tissue	Two randomly selected circRNAs that were upregulated in ALV-J-resistant chickens (chr1:194735582-194744050- and chr23:5549365-5549645-) and two randomly circRNAs that were downregulated in ALVJ-resistant chickens (chr8:1033880-1047222- and chr5:58225735-58230830-) were selected to validate the expression levels of the significantly differentially expressed circRNAs by quantitative real-time polymerase chain reaction (qRT-PCR). The qRT-PCR data for the four circRNAs was consistent with the trends observed using circRNA sequencing
158	Circular RNA alterations are involved in resistance to avian leukosis virus subgroup-J-induced tumor formation in chickens	Oncotarget.	2017 May 23	28415618	-	chr8:1033880-1047222		Avian leukosis virus subgroup	qRT-PCR, RNA-seq	chicken	down-regulated	-	-	tissue	Two randomly selected circRNAs that were upregulated in ALV-J-resistant chickens (chr1:194735582-194744050- and chr23:5549365-5549645-) and two randomly circRNAs that were downregulated in ALVJ-resistant chickens (chr8:1033880-1047222- and chr5:58225735-58230830-) were selected to validate the expression levels of the significantly differentially expressed circRNAs by quantitative real-time polymerase chain reaction (qRT-PCR). The qRT-PCR data for the four circRNAs was consistent with the trends observed using circRNA sequencing
159	Circular RNA alterations are involved in resistance to avian leukosis virus subgroup-J-induced tumor formation in chickens	Oncotarget.	2017 May 23	28415618	-	chr5:58225735-58230830		Avian leukosis virus subgroup	qRT-PCR, RNA-seq	chicken	down-regulated	-	-	tissue	Two randomly selected circRNAs that were upregulated in ALV-J-resistant chickens (chr1:194735582-194744050- and chr23:5549365-5549645-) and two randomly circRNAs that were downregulated in ALVJ-resistant chickens (chr8:1033880-1047222- and chr5:58225735-58230830-) were selected to validate the expression levels of the significantly differentially expressed circRNAs by quantitative real-time polymerase chain reaction (qRT-PCR). The qRT-PCR data for the four circRNAs was consistent with the trends observed using circRNA sequencing
160	Decreased expression of hsa_circ_0003570 in hepatocellular carcinoma and its clinical significance	J Clin Lab Anal.	2017 May 11	28493512	hsa_circ_0003570	-		hepatocellular carcinoma	qRT-PCR, microarray	human	down-regulated	NA	FAM53B	tissue and cell line	Hsa_circ_0003570 was closely correlated with the clinicopathological characteristics of patients with HCC and the background of cirrhosis was related to the decreased hsa_circ_0003570 in HCC patients.
161	Foxo3 circular RNA promotes cardiac senescence by modulating multiple factors associated with stress and senescence responses	Eur Heart J	2017 May 7	26873092	-	circFoxo3		cardiac senescence	qRT-PCR	human	up-regulated	ID-1, E2F1, FAK, HIF1a	Foxo3	tissue	We also found that silencing circ-Foxo3 inhibited senescence of mouse embryonic fibroblasts and that ectopic expression of circ-Foxo3 induced senescence.
162	Foxo3 circular RNA promotes cardiac senescence by modulating multiple factors associated with stress and senescence responses	Eur Heart J	2017 May 7	26873092	-	circFoxo3		cardiac senescence	qRT-PCR, FISH	mice	up-regulated	ID-1, E2F1, FAK, HIF1a	Foxo3	tissue	We also found that silencing circ-Foxo3 inhibited senescence of mouse embryonic fibroblasts and that ectopic expression of circ-Foxo3 induced senescence.
163	Noncoding Effects of Circular RNA CCDC66 Promote Colon Cancer Growth and Metastasis	Cancer Res.	2017 May 1	28249903	-	circCCDC66		colorectal cancer	qRT-PCR, RNA-seq	human	up-regulated	99 microRNAs	CCDC66	tissue and cell line, PDX	Gain-of-function and loss-of-function studies in CRC cell-lines demonstrated that circCCDC66 controlled multiple pathological processes, including cell proliferation, migration, invasion, and anchorage-independent growth.
164	Over-expression of CircRNA_100876 in non-small cell lung cancer and its prognostic value	Pathol Res Pract.	2017 May	28343871	hsa_circ_0023404	circRNA_100876		lung cancer	qRT-PCR	human	up-regulated	-	RNF121	tissue	CircRNA 100876 is closely related to the carcinogenesis of NSCLC and it might be served as a potential prognostic biomarker and therapeutic target for NSCLC
165	Circular RNA hsa-circ-0016347 promotes proliferation, invasion and metastasis of osteosarcoma cells	Oncotarget.	2017 Apr 11	28424426	hsa_circ_0016347	-		osteosarcoma	qRT-PCR	human	up-regulated	miR-214 , caspase-1	KCNH1	tissue and cell line, PDX	We demonstrated that circ-0016347 acted as a positive regulator in osteosarcoma cells proliferation and invasion
166	Screening differential circular RNA expression profiles reveals hsa_circ_0004018  is associated with hepatocellular carcinoma	Oncotarget.	2017 Apr 6	28938566	hsa_circ_0004018	-		hepatocellular carcinoma	qRT-PCR, microarray	human	down-regulated	miR-30e-5p, miR-647, miR-92a-1-5p, miR-660-3p, miR-626	SMYD4	tissue and cell line	Hsa_circ_0004018 was correlated with serum alpha-fetoprotein (AFP) level, tumor diameters, differentiation, Barcelona Clinic Liver Cancer stage and Tumor-node-metastasis stage.
167	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_101308		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	-	tissue	Our study suggested that this four-circRNA-based classifier yielded a predictive ability to the early recurrence of stage III gastric cancer after radical surgery.
168	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_104423		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	Our study suggested that this four-circRNA-based classifier yielded a predictive ability to the early recurrence of stage III gastric cancer after radical surgery.
169	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_104916		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	Our study suggested that this four-circRNA-based classifier yielded a predictive ability to the early recurrence of stage III gastric cancer after radical surgery.
170	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_100269		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	Our study suggested that this four-circRNA-based classifier yielded a predictive ability to the early recurrence of stage III gastric cancer after radical surgery.
171	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_400033		gastric cancer	microarray	human	up-regulated	-	-	tissue	We further screened eight indicators related to early recurrence. We subsequently divided the remaining cases into two cohorts. qRT-PCR results demonstrated a significantly different outcome between low and high expressed groups of four circRNAs in the training cohort.
172	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_001653		gastric cancer	qRT-PCR, microarray	human	up-regulated	-	-	tissue	We further screened eight indicators related to early recurrence. We subsequently divided the remaining cases into two cohorts. qRT-PCR results demonstrated a significantly different outcome between low and high expressed groups of four circRNAs in the training cohort.
173	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_103781		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	We further screened eight indicators related to early recurrence. We subsequently divided the remaining cases into two cohorts. qRT-PCR results demonstrated a significantly different outcome between low and high expressed groups of four circRNAs in the training cohort.
174	Circular RNAs signature predicts the early recurrence of stage III gastric cancer after radical surgery	Oncotarget.	2017 Apr 4	28206972	-	hsa_circRNA_103999		gastric cancer	qRT-PCR, microarray	human	down-regulated	-	-	tissue	We further screened eight indicators related to early recurrence. We subsequently divided the remaining cases into two cohorts. qRT-PCR results demonstrated a significantly different outcome between low and high expressed groups of four circRNAs in the training cohort.
175	Decreased expression of hsa_circ_0001895 in human gastric cancer and its clinical significances	Tumour Biol.	2017 Apr	28443463	hsa_circ_0001895	hsa_circ_000760		gastric cancer	qRT-PCR	human	down-regulated	-	PRRC2B	tissue and cell line	Hsa_circ_0001895 may play crucial roles during gastric cancerogenesis and is a potential biomarker for clinical prognosis prediction.
176	ZKSCAN1 gene and its related circular RNA (circZKSCAN1) both inhibit hepatocellular carcinoma cell growth, migration, and invasion but through different signaling pathways	Mol Oncol.	2017 Apr	28211215	hsa_circ_0001727	circZKSCAN1		hepatocellular carcinoma	RNA-seq	human	down-regulated	miR-28-5p, miR-326, miR-330-5p, miR-361-5p, miR-421, miR-422a, miR-490-3p, miR-491-5p	ZKSCAN1	tissue and cell line	ZKSCAN1 gene and its related circular RNA (circZKSCAN1) both inhibit hepatocellular carcinoma cell growth, migration
177	Circular BANP, an upregulated circular RNA that modulates cell proliferation in colorectal cancer	Biomed Pharmacother.	2017 Apr	28103507	-	circ-BANP		colorectal cancer	qRT-PCR, microarray	human	up-regulated	p-Akt	BANP	tissue and cell line	Knockdown of circ-BANP with siRNA significantly attenuate the proliferation of CRC cells.
178	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0015278	hsa_circRNA_100395		papillary thyroid carcinoma	qRT-PCR, microarray	human	down-regulated	hsa-miR-141-3p, hsa-miR-588 hsa-miR-660-3p, hsa-miR-136-5p, hsa-miR-200a-3p	KLHL20	tissue	CircRNA dysregulation may play a role in papillary thyroid carcinoma (PTC) pathogenesis, and several key circRNAs show promise as candidate biomarkers for PTC. The hsa_circRNA_100395/miR-141-3p/ miR-200a-3p axis may be involved in the pathogenesis of PTC.
179	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0021553	hsa_circRNA_100777		papillary thyroid carcinoma	qRT-PCR, microarray	human	down-regulated	hsa-miR-122-5p, hsa-miR-574-5p, hsa-miR-493-5p, hsa-miR-380-5p, hsa-miR-92a-2-5p	MPPED2	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
180	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0079891	hsa_circRNA_104348		papillary thyroid carcinoma	qRT-PCR, microarray	human	down-regulated	hsa-miR-519d-5p, hsa-miR-301a-3p, hsa-miR-611, hsa-miR-100-3p, hsa-miR-758-5p	ELMO1	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
181	Microarray profiling of circular RNAs in human papillary thyroid carcinoma	PLoS One.	2017 Mar 13	28288173	hsa_circ_0067103	hsa_circRNA_103454		papillary thyroid carcinoma	qRT-PCR, microarray	human	down-regulated	hsa-miR-591, hsa-miR-7-5p, hsa-miR-660-5p, hsa-miR-144-5p, hsa-miR-452-3p	ZNF148	tissue	The 12 significantly upregulated circRNAs (Fig 5A, Table 2) as well as the four significantly downregulated circRNAs (Fig 5A, Table 3) were selected for qRT-PCR validation. The qRT-PCR results revealed that all 12 upregulated circRNAs and all four downregulated circRNAs were significantly differentiated between PTC tumors versus matching normal thyroid tissue.
