circRNA Name	Region	Strand	Gene Symbol	CircBase Link	Disease Name	Expression Pattern	Experimental Techniques	Species	Brief description	Year	PMID	
hsa_circRNA_404686	N/A	N/A	N/A	N/A	Repeated implantation failure	Downregulated	qPCR etc.	Human	"The up-regulated expression of hsa_circRNA_070616, hsa_circRNA_103716, hsa_circRNA_104001, hsa_circRNA_104854 and the down-regulated expression of hsa_circRNA_004183, hsa_circRNA_044353, hsa_circRNA_404686 were further validated by qRT-PCR. "	2017/11/1	29132137	
circRNA120	chrX:120439076-120441894	-	LAMP2	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA167	chrX:154350909-154368090	-	FLNA	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA2918	chr15:60355919-60382441	-	ANXA2	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA3341	chr14:102083034-102086378	-	HSP90AA1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA3594	chr19:58392976-58393487	+	RPS5	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA3703	chr18:23901127-23907935	+	LAMA3	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA3706	chr18:23909153-23939386	+	LAMA3	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA3707	chr18:23943788-23946284	+	LAMA3	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA378	chr13:113309643-113309862	+	LAMP1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA4628	chr7:55142286-55165437	+	EGFR	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA5669	chr5:136046851-136062687	+	TGFBI	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA666	chr12:103938340-103939625	+	HSP90B1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7534	chr2:160107679-160107845	-	ITGB6	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7535	chr2:160123791-160126601	-	ITGB6	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7536	chr2:160169212-160196420	-	ITGB6	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7537	chr2:160196216-160199258	-	ITGB6	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7673	chr2:215371909-215379317	-	FN1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7674	chr2:215373322-215391814	-	FN1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7675	chr2:215386689-215399351	-	FN1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7676	chr2:215397137-215410114	-	FN1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA7679	chr2:215407127-215428338	-	FN1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA8505	chr1:183114531-183115637	+	LAMC1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA8506	chr1:183133406-183135156	+	LAMC1	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA8507	chr1:183232187-183238421	+	LAMC2	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA904	chr11:18402840-18403811	+	LDHA	N/A	Esophageal squamous cell carcinoma	Upregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9227	chr9:134690912-134701333	+	COL5A1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9652	chr12:20621296-20654205	+	PDE3A	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9656	chr12:53016473-53022627	+	EIF4B	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9658	chr12:64424599-64445131	+	XPOT	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9671	chr11:32097144-32098528	+	RCN1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9771	chr14:69975715-70023447	+	SMOC1	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
circRNA9777	chr19:16081913-16093753	+	TPM4	N/A	Esophageal squamous cell carcinoma	Downregulated	qPCR etc.	Human	"The differentially expressed circRNAs were found to be associated with pathways involved in metabolism, cell apoptosis, proliferation and migration, which are commonly altered in cancer cells."	2017/11/1	29218114	
mmu_circRNA_19423	chr4:185508196-185511212	-	Eefsec	N/A	Acute respiratory distress syndrome	Upregulated	qPCR etc.	Mouse	"The expressions of mmu_circRNA_19423, rno_circRNA_010489, rno_circRNA_011426, mmu_circRNA_30664 were up-regulated 2.82-fold (P < 0.001), 1.89-fold (P = 0.009), 3.25-fold (P < 0.001), and 2.69-fold (P < 0.001), respectively in LPS group versus control group, which were consistent with the microarray results"	2017/11/1	28864418	
rno_circRNA_010489	chr3:169537932-169547518	-	Prex1	N/A	Acute respiratory distress syndrome	Upregulated	qPCR etc.	Mouse	"The expressions of mmu_circRNA_19423, rno_circRNA_010489, rno_circRNA_011426, mmu_circRNA_30664 were up-regulated 2.82-fold (P < 0.001), 1.89-fold (P = 0.009), 3.25-fold (P < 0.001), and 2.69-fold (P < 0.001), respectively in LPS group versus control group, which were consistent with the microarray results"	2017/11/1	28864418	
rno_circRNA_011426	chr4:185508196-185511210	-	Eefsec	N/A	Acute respiratory distress syndrome	Upregulated	qPCR etc.	Mouse	"The expressions of mmu_circRNA_19423, rno_circRNA_010489, rno_circRNA_011426, mmu_circRNA_30664 were up-regulated 2.82-fold (P < 0.001), 1.89-fold (P = 0.009), 3.25-fold (P < 0.001), and 2.69-fold (P < 0.001), respectively in LPS group versus control group, which were consistent with the microarray results"	2017/11/1	28864418	
mmu_circRNA_30664	chr9:8717771-8721951	+	C3	N/A	Acute respiratory distress syndrome	Upregulated	qPCR etc.	Mouse	"The expressions of mmu_circRNA_19423, rno_circRNA_010489, rno_circRNA_011426, mmu_circRNA_30664 were up-regulated 2.82-fold (P < 0.001), 1.89-fold (P = 0.009), 3.25-fold (P < 0.001), and 2.69-fold (P < 0.001), respectively in LPS group versus control group, which were consistent with the microarray results"	2017/11/1	28864418	
rno_circRNA_005564 	chr15:48089361-48099775	+	Dpysl2	N/A	Acute respiratory distress syndrome	Downregulated	qPCR etc.	Mouse	The rno_circRNA_005564 was down-regulated in LPS group with 2.62-fold change by qRT-PCR (P < 0.001).	2017/11/1	28864418	
hsa_circ_0003221/circPTK2	chr8:141856358-141900868	-	PTK2	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0003221	Bladder cancer	Upregulated	"qPCR, Cell proliferation assay, BrdU staining, Cell migration assay etc."	Human	"Quantitative PCR results confirmed that circPTK2 is highly expressed in migrated cells separated by Transwell assay and in metastatic lymph nodes of tumors transplanted in nude mice. In vitro silence of circPTK2 by small interfering RNA inhibited the proliferation and migration of bladder cancer cells. On the contrary, circPTK2 overexpression promoted proliferation and migration."	2017/11/1	29125888	
circRNA0047905/hsa_circ_0047905	chr9	+	SERPINB5	N/A	Gastric cancer	Upregulated	"qPCR, FISH, Western blot etc."	Human	"Knockdown of hsa_circ_0047905, hsa_circ_0138960 and has-circRNA7690-15 in GC cells, resulted in downregulation of parental gene expression.inhibition of these three circular RNAs suppresses GC cell proliferation and invasion in vitro"	2017/11/1	28980874	
circRNA0138960/hsa_circ_0138960	chr9	+	GDA	N/A	Gastric cancer	Upregulated	"qPCR, FISH, Western blot assay etc."	Human	"Knockdown of hsa_circ_0047905, hsa_circ_0138960 and has-circRNA7690-15 in GC cells, resulted in downregulation of parental gene expression.inhibition of these three circular RNAs suppresses GC cell proliferation and invasion in vitro"	2017/11/1	28980874	
circRNA0138960/has-circRNA7690-15	chr18	+	GDA	N/A	Gastric cancer	Upregulated	"qPCR, FISH, Western blot assay etc."	Human	"Knockdown of hsa_circ_0047905, hsa_circ_0138960 and has-circRNA7690-15 in GC cells, resulted in downregulation of parental gene expression.inhibition of these three circular RNAs suppresses GC cell proliferation and invasion in vitro"	2017/11/1	28980874	
hsa_circRNA_100933/hsa_circ_0023984	chr11:89133184-89135710	-	NOX4	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0023984	Infantile hemangioma	Upregulated	qPCR etc.	Human	"hsa_circRNA_100933-targeted genes were primarily involved in the physiological processes including epithelial cell migration, epithelium migration, vasculature development, and tissue migration"	2017/11/1	29095957	
hsa_circRNA_100709/hsa_circ_0003570	chr10:126370175-126384781	-	FAM53B	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0003570	Infantile hemangioma	Upregulated	qPCR etc.	Human	Down-regulated circRNA (hsa_circRNA_104310) was confirmed by qRT-PCR	2017/11/1	29095957	
hsa_circRNA_104310/hsa_circ_0079385	chr7:6624646-6624891	+	ZDHHC4	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0079385	Infantile hemangioma	Downregulated	qPCR etc.	Human	"The significant GO terms of hsa_circRNA_104310 included growth, developmental growth, cellular lipid metabolic processes, and intracellular signal transduction"	2017/11/1	29095957	
hsa_circRNA_102116/hsa_circ_0003258	chr17:47388673-47389404	-	ZNF652	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0003258	Infantile hemangioma	Upregulated	qPCR etc.	Human	Unclear	2017/11/1	29095957	
hsa_circRNA_051239/hsa_circ_0051239	chr19:41938372-41945481	-	ATP5SL	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0051239	Infantile hemangioma	Upregulated	qPCR etc.	Human	Unclear	2017/11/1	29095957	
hsa_circRNA_102039/hsa_circ_0043138	chr17:34147027-34149837	+	TAF15	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0043138	Infantile hemangioma	Upregulated	qPCR etc.	Human	Unclear	2017/11/1	29095957	
hsa_circ_0001982	chr15:59323002-59323901	+	RNF111	http://www.circbase.org/cgi-bin/singlerecord.cgi?id=hsa_circ_0001982	Breast cancer	Upregulated	"qPCR, Dual-luciferase assay, CCK-8 assay and Colony formation assay, Invasion assay etc."	Human	"Bioinformatics analysis predicted that miR-143 acted as target of hsa_circ_0001982, which was confirmed by Dual-luciferase reporter assay. Loss-of-function and rescue experiments revealed that hsa_circ_0001982 knockdown suppressed breast cancer cell proliferation and invasion and induced apoptosis by targeting miR-143."	2017/11/1	28933584	
hsa_circ_402458 	chr2	+	CCNYL1	N/A	Primary biliary cholangitis	Upregulated	qPCR etc.	Human	hsa_circ_402458 may target hsa-miR-522-3p and hsa-miR-943 and thus competitively suppress miRNA activity to participate in the pathogenesis of PBC. The expression levels of hsa_ circ_402458 (P=0.0033) and hsa_circ_406329 (P=0.0185) were significantly higher in the PBC group than in the healthy group; these results were consistent with the microarray data	2017/11/1	29183005	
hsa_circ_406329	chr3	+	FSTL1	N/A	Primary biliary cholangitis	Upregulated	qPCR etc.	Human	The expression levels of hsa_ circ_402458 (P=0.0033) and hsa_circ_406329 (P=0.0185) were significantly higher in the PBC group than in the healthy group; these results were consistent with the microarray data	2017/11/1	29183005	
hsa_circ_407176	chr9	+	ZCCHC7	N/A	Primary biliary cholangitis	Downregulated	qPCR etc.	Human	Hsa_circ_407176 (P=0.0066) and hsa_circ_082319 had lower expression levels in the PBC group than in the healthy group	2017/11/1	29183005	
hsa_circ_082319	chr7	-	ZC3HC1	N/A	Primary biliary cholangitis	Downregulated	qPCR etc.	Human	Hsa_circ_407176 (P=0.0066) and hsa_circ_082319 had lower expression levels in the PBC group than in the healthy group	2017/11/1	29183005	
